name,country,alpha_two_code,domains,web_pages,domain_count,top_level_domain,continent
King Mongkut's Institute of Technology Ladkrabang,Thailand,TH,['kmitl.ac.th'],['http://www.kmitl.ac.th/'],1,th,
King Mongkut's University of Technology North Bangkok,Thailand,TH,['kmutnb.ac.th'],['https://www.kmutnb.ac.th/'],1,th,
King Mongkut's University of Technology Thonburi,Thailand,TH,['kmutt.ac.th'],['https://www.kmutt.ac.th/'],1,th,
Krirk University,Thailand,TH,['krirk.ac.th'],['https://www.krirk.ac.th/'],1,th,
Kasetsart University,Thailand,TH,['ku.ac.th'],['https://www.ku.ac.th/'],1,th,
Lampang Vocational College,Thailand,TH,['lampangvc.ac.th'],['http://www.lampangvc.ac.th/'],1,th,
Lamphun College of Agriculture and Technology,Thailand,TH,['lcat.ac.th'],['http://www.lcat.ac.th/'],1,th,
Lampang College of Commerce and Technology,Thailand,TH,['lcct.ac.th'],['http://www.lcct.ac.th/'],1,th,
Lampang Rajabhat University,Thailand,TH,['lpru.ac.th'],['https://www.lpru.ac.th/'],1,th,
Mahidol University,Thailand,TH,['mahidol.ac.th'],['https://www.mahidol.ac.th/'],1,th,
Mahamakut Buddhist University,Thailand,TH,['mbu.ac.th'],['http://www.mbu.ac.th/'],1,th,
Mahachulalongkorn Buddhist University,Thailand,TH,['mcu.ac.th'],['https://www.mcu.ac.th/'],1,th,
Mae Fah Luang University,Thailand,TH,['mfu.ac.th'],['https://www.mfu.ac.th/'],1,th,
Maejo University,Thailand,TH,['mju.ac.th'],['https://www.mju.ac.th/'],1,th,
Mahasarakham University,Thailand,TH,['msu.ac.th'],['http://www.msu.ac.th/'],1,th,
Mahidol University International College,Thailand,TH,['muic.mahidol.ac.th'],['https://www.muic.mahidol.ac.th/'],1,th,
Mahanakorn University of Technology,Thailand,TH,['mut.ac.th'],['http://www.mut.ac.th/'],1,th,
"Rajamangala University of Technology, Lanna Nan",Thailand,TH,['nan.rmutl.ac.th'],['https://www.nan.rmutl.ac.th/'],1,th,
National Institute of Development Administration,Thailand,TH,['nida.ac.th'],['http://www.nida.ac.th/'],1,th,
Navrachana University,India,IN,['nuv.ac.in'],['https://www.nuv.ac.in/'],1,in,Asia
Nivadhana University,Thailand,TH,['nivadhana.ac.th'],['http://www.nivadhana.ac.th/'],1,th,
Naresuan University,Thailand,TH,['nu.ac.th'],['https://www.nu.ac.th/'],1,th,
Payap University Chaiang Mai,Thailand,TH,['payap.ac.th'],['https://www.payap.ac.th/'],1,th,
Prince of Songkla University,Thailand,TH,['psu.ac.th'],['https://www.psu.ac.th/'],1,th,
Pathumthani University,Thailand,TH,['ptu.ac.th'],['https://www.ptu.ac.th/'],1,th,
"Rajamangala University of Technology, Phra Nakhon",Thailand,TH,['rmutp.ac.th'],['https://www.rmutp.ac.th/'],1,th,
Rangsit University,Thailand,TH,['rsu.ac.th'],['https://www2.rsu.ac.th/'],1,th,
Ramkhamhaeng University,Thailand,TH,['ru.ac.th'],['https://www.ru.ac.th/'],1,th,
South-East Asia University,Thailand,TH,['sau.ac.th'],['https://www.sau.ac.th/'],1,th,
Shinawatra University,Thailand,TH,['shinawatra.ac.th'],['http://www.shinawatra.ac.th/'],1,th,
Siam University,Thailand,TH,['siam.edu'],['https://www.siam.edu/'],1,edu,
Sripatum University,Thailand,TH,['spu.ac.th'],['https://www.spu.ac.th/'],1,th,
Stamford International University,Thailand,TH,['stamford.edu'],['https://www.stamford.edu/'],1,edu,
St. John's University,Thailand,TH,['stjohn.ac.th'],['https://www.stjohn.ac.th/'],1,th,
Sukhothai Thammathirat Open University,Thailand,TH,['stou.ac.th'],['https://www.stou.ac.th/'],1,th,
Silpakorn University,Thailand,TH,"['su.ac.th', 'silpakorn.edu']",['https://www.su.ac.th/'],2,th,
Suranaree University of Technology,Thailand,TH,['sut.ac.th'],['http://www.sut.ac.th/'],1,th,
Srinakharinwirot University,Thailand,TH,['swu.ac.th'],['https://www.swu.ac.th/'],1,th,
Thaksin University,Thailand,TH,['tsu.ac.th'],['https://www.tsu.ac.th/'],1,th,
Thammasat University,Thailand,TH,['tu.ac.th'],['https://www.tu.ac.th/'],1,th,
Ubonratchathani University,Thailand,TH,['ubu.ac.th'],['https://www.ubu.ac.th/'],1,th,
University of the Thai Chamber of Commerce,Thailand,TH,['utcc.ac.th'],['https://www.utcc.ac.th/'],1,th,
Vongchavalitkul University,Thailand,TH,['vu.ac.th'],['https://www.vu.ac.th/'],1,th,
"Webster University, Thailand",Thailand,TH,['webster.ac.th'],['https://www.webster.ac.th/'],1,th,
Walailak University,Thailand,TH,['wu.ac.th'],['https://www.wu.ac.th/'],1,th,
Nation University,Thailand,TH,['nation.ac.th'],['http://www.nation.ac.th/'],1,th,
Université de Lomé,Togo,TG,['univ-lome.tg'],['http://www.univ-lome.tg/'],1,tg,
University of the Southern Caribbean,Trinidad and Tobago,TT,['usc.edu.tt'],['http://www.usc.edu.tt/'],1,tt,
University of Trinidad and Tobago,Trinidad and Tobago,TT,['utt.edu.tt'],['http://www.utt.edu.tt/'],1,tt,
University of the West Indies St. Augustine,Trinidad and Tobago,TT,"['uwi.tt', 'sta.uwi.edu', 'my.sta.uwi.edu']",['https://sta.uwi.edu/'],3,tt,
Instituts Supérieurs de Formation des Maîtres,Tunisia,TN,['disfm.rnu.tn'],['http://www.disfm.rnu.tn/'],1,tn,
Instituts Supérieurs des Etudes Technologiques,Tunisia,TN,['isetr.rnu.tn'],['http://www.isetr.rnu.tn/'],1,tn,
Institut Supérieur de Gestion de Tunis,Tunisia,TN,['isg.rnu.tn'],['http://www.isg.rnu.tn/'],1,tn,
Université de 7 Novembre à Carthage,Tunisia,TN,['u7nc.uvt.rnu.tn'],['http://u7nc.uvt.rnu.tn/'],1,tn,
Université Centrale,Tunisia,TN,['ucaat.com'],['http://www.ucaat.com/'],1,com,
"Université du Centre, Sousse",Tunisia,TN,['uc.rnu.tn'],['http://www.uc.rnu.tn/'],1,tn,
Université de Gafsa,Tunisia,TN,['ugaf.rnu.tn'],['http://www.ugaf.rnu.tn/'],1,tn,
Université de Jendouba,Tunisia,TN,['uj.rnu.tn'],['http://www.uj.rnu.tn/'],1,tn,
Université Libre de Tunis,Tunisia,TN,['ult.ens.tn'],['http://www.ult.ens.tn/'],1,tn,
Université de la Manouba,Tunisia,TN,['uma.rnu.tn'],['http://www.uma.rnu.tn/'],1,tn,
Université de Monastir,Tunisia,TN,['um.rnu.tn'],['http://www.um.rnu.tn/'],1,tn,
University of Aviation and Technology,Tunisia,TN,['unat.ens.tn'],['http://www.unat.ens.tn/'],1,tn,
Université de Gabès,Tunisia,TN,['univgb.rnu.tn'],['http://www.univgb.rnu.tn/'],1,tn,
Université de Kairouan,Tunisia,TN,['univ-k.rnu.tn'],['http://www.univ-k.rnu.tn/'],1,tn,
Université de Sfax,Tunisia,TN,['uss.rnu.tn'],['http://www.uss.rnu.tn/'],1,tn,
Université de Tunis El Manar,Tunisia,TN,['utm.rnu.tn'],['http://www.utm.rnu.tn/'],1,tn,
Université de Tunis,Tunisia,TN,['utunis.rnu.tn'],['http://www.utunis.rnu.tn/'],1,tn,
Université Virtuelle de Tunis,Tunisia,TN,['uvt.rnu.tn'],['http://www.uvt.rnu.tn/'],1,tn,
Université Ez-Zitouna,Tunisia,TN,['uz.rnu.tn'],['http://www.uz.rnu.tn/'],1,tn,
Adnan Menderes University,Turkey,TR,['adu.edu.tr'],['http://www.adu.edu.tr/'],1,tr,
Ahi Evran University,Turkey,TR,['ahievran.edu.tr'],['http://www.ahievran.edu.tr/'],1,tr,
Akdeniz University,Turkey,TR,['akdeniz.edu.tr'],['http://www.akdeniz.edu.tr/'],1,tr,
Anadolu University,Turkey,TR,['anadolu.edu.tr'],['http://www.anadolu.edu.tr/'],1,tr,
Ankara University,Turkey,TR,['ankara.edu.tr'],['http://www.ankara.edu.tr/'],1,tr,
Istanbul Arel University,Turkey,TR,['arel.edu.tr'],['http://www.arel.edu.tr/'],1,tr,
Atatürk University,Turkey,TR,['atauni.edu.tr'],['http://www.atauni.edu.tr/'],1,tr,
Atilim University,Turkey,TR,['atilim.edu.tr'],['http://www.atilim.edu.tr/'],1,tr,
Bahcesehir University,Turkey,TR,['bahcesehir.edu.tr'],['http://www.bahcesehir.edu.tr/'],1,tr,
Balikesir University,Turkey,TR,['balikesir.edu.tr'],['http://www.balikesir.edu.tr/'],1,tr,
Baskent University,Turkey,TR,['baskent.edu.tr'],['http://www.baskent.edu.tr/'],1,tr,
Celal Bayar University,Turkey,TR,"['mcbu.edu.tr', 'cbu.edu.tr']","['http://www.mcbu.edu.tr/', 'http://www.cbu.edu.tr/']",2,tr,
Beykent University,Turkey,TR,['beykent.edu.tr'],['http://www.beykent.edu.tr/'],1,tr,
Bilecik University,Turkey,TR,['bilecik.edu.tr'],['http://www.bilecik.edu.tr/'],1,tr,
Istanbul Bilgi University,Turkey,TR,['bilgi.edu.tr'],['http://www.bilgi.edu.tr/'],1,tr,
Bilkent University,Turkey,TR,['bilkent.edu.tr'],['http://www.bilkent.edu.tr/'],1,tr,
Boğaziçi University,Turkey,TR,['boun.edu.tr'],['http://www.boun.edu.tr/'],1,tr,
Cag University,Turkey,TR,['cag.edu.tr'],['http://www.cag.edu.tr/'],1,tr,
Cankaya University,Turkey,TR,['cankaya.edu.tr'],['http://www.cankaya.edu.tr/'],1,tr,
Canakkale (18th March) University,Turkey,TR,['comu.edu.tr'],['http://www.comu.edu.tr/'],1,tr,
Cukurova University,Turkey,TR,['cu.edu.tr'],['http://www.cu.edu.tr/'],1,tr,
Cumhuriyet (Republik) University,Turkey,TR,['cumhuriyet.edu.tr'],['http://www.cumhuriyet.edu.tr/'],1,tr,
Dokuz Eylül University,Turkey,TR,['deu.edu.tr'],['http://www.deu.edu.tr/'],1,tr,
Turkish Naval Academy,Turkey,TR,['dho.edu.tr'],['http://www.dho.edu.tr/'],1,tr,
Dicle (Tirgris) University,Turkey,TR,['dicle.edu.tr'],['http://www.dicle.edu.tr/'],1,tr,
Dogus University,Turkey,TR,['dogus.edu.tr'],['http://www.dogus.edu.tr/'],1,tr,
Dumlupinar University,Turkey,TR,"['dumlupinar.edu.tr', 'dpu.edu.tr']","['http://www.dumlupinar.edu.tr/', 'http://www.dpu.edu.tr/']",2,tr,
Ege University,Turkey,TR,['ege.edu.tr'],['http://www.ege.edu.tr/'],1,tr,
Erciyes University,Turkey,TR,['erciyes.edu.tr'],['http://www.erciyes.edu.tr/'],1,tr,
Tobb Economics and Technology University,Turkey,TR,['etu.edu.tr'],['http://www.etu.edu.tr/'],1,tr,
Firat (Euphrates) University,Turkey,TR,['firat.edu.tr'],['http://www.firat.edu.tr/'],1,tr,
Fenerbahce University,Turkey,TR,['fbu.edu.tr'],['https://fbu.edu.tr/'],1,tr,
Gaziantep University,Turkey,TR,['gantep.edu.tr'],['http://www.gantep.edu.tr/'],1,tr,
Gazi University Ankara,Turkey,TR,['gazi.edu.tr'],['http://www.gazi.edu.tr/'],1,tr,
Gaziosmanpasa University,Turkey,TR,['gop.edu.tr'],['http://www.gop.edu.tr/'],1,tr,
Galatasaray University,Turkey,TR,['gsu.edu.tr'],['http://www.gsu.edu.tr/'],1,tr,
Gebze Institute of Technology,Turkey,TR,['gyte.edu.tr'],['http://www.gyte.edu.tr/'],1,tr,
Halic University,Turkey,TR,['halic.edu.tr'],['http://www.halic.edu.tr/'],1,tr,
Harran University,Turkey,TR,['harran.edu.tr'],['http://www.harran.edu.tr/'],1,tr,
Hacettepe University,Turkey,TR,"['hun.edu.tr', 'hacettepe.edu.tr']","['http://www.hun.edu.tr/', 'http://www.hacettepe.edu.tr/']",2,tr,
Abant Izzet Baysal University,Turkey,TR,['ibu.edu.tr'],['http://www.ibu.edu.tr/'],1,tr,
Istanbul Kultur University,Turkey,TR,['iku.edu.tr'],['http://www.iku.edu.tr/'],1,tr,
Inönü University,Turkey,TR,['inonu.edu.tr'],['http://www.inonu.edu.tr/'],1,tr,
Isik University,Turkey,TR,['isikun.edu.tr'],['http://www.isikun.edu.tr/'],1,tr,
Istanbul Ticaret University,Turkey,TR,"['ticaret.edu.tr', 'istanbulticaret.edu.tr']",['https://ticaret.edu.tr/'],2,tr,
Istanbul Technical University,Turkey,TR,['itu.edu.tr'],['http://www.itu.edu.tr/'],1,tr,
Izmir Institute of Technology,Turkey,TR,['iyte.edu.tr'],['http://www.iyte.edu.tr/'],1,tr,
Kafkas University,Turkey,TR,['kafkas.edu.tr'],['http://www.kafkas.edu.tr/'],1,tr,
Zonguldak Karaelmas University,Turkey,TR,['karaelmas.edu.tr'],['http://www.karaelmas.edu.tr/'],1,tr,
Kadir Has University,Turkey,TR,['khas.edu.tr'],['http://www.khas.edu.tr/'],1,tr,
Kilis 7 Aralık University,Turkey,TR,['kilis.edu.tr'],['http://www.kilis.edu.tr/'],1,tr,
Kirikkale University,Turkey,TR,['kku.edu.tr'],['http://www.kku.edu.tr/'],1,tr,
Necmettin Erbakan University,Turkey,TR,['konya.edu.tr'],['http://www.konya.edu.tr/'],1,tr,
Kocaeli University,Turkey,TR,['kou.edu.tr'],['http://www.kou.edu.tr/'],1,tr,
Kahramanmaras Sütcü Imam University,Turkey,TR,['ksu.edu.tr'],['http://www.ksu.edu.tr/'],1,tr,
Karadeniz Technical University,Turkey,TR,['ktu.edu.tr'],['http://www.ktu.edu.tr/'],1,tr,
Koç University,Turkey,TR,['ku.edu.tr'],['http://www.ku.edu.tr/'],1,tr,
Maltepe University,Turkey,TR,['maltepe.edu.tr'],['http://www.maltepe.edu.tr/'],1,tr,
Marmara University,Turkey,TR,['marmara.edu.tr'],['http://www.marmara.edu.tr/'],1,tr,
Mersin University,Turkey,TR,['mersin.edu.tr'],['http://www.mersin.edu.tr/'],1,tr,
Mustafa Kemal University,Turkey,TR,['mku.edu.tr'],['http://www.mku.edu.tr/'],1,tr,
Mimar Sinan University,Turkey,TR,['msu.edu.tr'],['http://www.msu.edu.tr/'],1,tr,
Mugla Sitki Kocman University,Turkey,TR,"['mu.edu.tr', 'marun.edu.tr']","['http://www.mu.edu.tr/', 'http://www.marun.edu.tr/']",2,tr,
Omer Halisdemir University,Turkey,TR,['ohu.edu.tr'],['http://www.ohu.edu.tr/'],1,tr,
Namik Kemal University,Turkey,TR,['nku.edu.tr'],['http://www.nku.edu.tr/'],1,tr,
Middle East Technical University,Turkey,TR,['metu.edu.tr'],['http://www.metu.edu.tr/'],1,tr,
Osmangazi University,Turkey,TR,['ogu.edu.tr'],['http://www.ogu.edu.tr/'],1,tr,
Ondokuz Mayis University Samsun,Turkey,TR,['omu.edu.tr'],['http://www.omu.edu.tr/'],1,tr,
Ordu University,Turkey,TR,['odu.edu.tr'],['http://www.odu.edu.tr'],1,tr,
Ozyegin University,Turkey,TR,"['ozyegin.edu.tr', 'ozu.edu.tr']","['http://www.ozyegin.edu.tr/', 'http://www.ozu.edu.tr/']",2,tr,
Pamukkale University,Turkey,TR,['pamukkale.edu.tr'],['http://www.pamukkale.edu.tr/'],1,tr,
Sabanci University,Turkey,TR,"['sabanciuniv.edu.tr', 'sabanciuniv.edu']","['http://www.sabanciuniv.edu.tr/', 'http://www.sabanciuniv.edu/']",2,tr,
Sakarya University,Turkey,TR,"['sau.edu.tr', 'sakarya.edu.tr']",['http://www.sau.edu.tr/'],2,tr,
Suleyman Demirel University,Turkey,TR,['sdu.edu.tr'],['http://www.sdu.edu.tr/'],1,tr,
Istanbul Şehir University,Turkey,TR,['sehir.edu.tr'],['http://www.sehir.edu.tr/'],1,tr,
Selcuk University,Turkey,TR,['selcuk.edu.tr'],['http://www.selcuk.edu.tr/'],1,tr,
Tarsus University,Turkey,TR,['tarsus.edu.tr'],['http://www.tarsus.edu.tr/'],1,tr,
Türkisch-Deutsche Universität,Turkey,TR,['tau.edu.tr'],['http://www.tau.edu.tr/'],1,tr,
Trakya University,Turkey,TR,['trakya.edu.tr'],['http://www.trakya.edu.tr/'],1,tr,
Ufuk University,Turkey,TR,['ufuk.edu.tr'],['http://www.ufuk.edu.tr/'],1,tr,
Uludag University,Turkey,TR,['uludag.edu.tr'],['http://www.uludag.edu.tr/'],1,tr,
Yalova University,Turkey,TR,['yalova.edu.tr'],['http://www.yalova.edu.tr/'],1,tr,
Yasar University,Turkey,TR,['yasar.edu.tr'],['http://www.yasar.edu.tr/'],1,tr,
Yildirim Beyazit University,Turkey,TR,['ybu.edu.tr'],['http://www.ybu.edu.tr/'],1,tr,
Yeditepe University,Turkey,TR,['yeditepe.edu.tr'],['http://www.yeditepe.edu.tr/'],1,tr,
Yildiz Technical University,Turkey,TR,['yildiz.edu.tr'],['http://www.yildiz.edu.tr/'],1,tr,
Yüzüncü Yil (Centennial) University,Turkey,TR,['yyu.edu.tr'],['http://www.yyu.edu.tr/'],1,tr,
International Turkmen Turkish University,Turkmenistan,TM,['ittu.edu.tm'],['http://www.ittu.edu.tm/'],1,tm,
Charisma University,Turks and Caicos Islands,TC,['charismauniversity.org'],['http://www.charismauniversity.org/'],1,org,
Busitema University,Uganda,UG,['busitema.ac.ug'],['http://www.busitema.ac.ug/'],1,ug,
Busoga University,Uganda,UG,['busogauniversity.ac.ug'],['http://www.busogauniversity.ac.ug/'],1,ug,
Central Buganda University,Uganda,UG,['cbu2000.com'],['http://www.cbu2000.com/'],1,com,
Gulu University,Uganda,UG,['gu.ac.ug'],['http://www.gu.ac.ug/'],1,ug,
Islamic University in Uganda,Uganda,UG,['iuiu.ac.ug'],['http://www.iuiu.ac.ug/'],1,ug,
Kampala International University,Uganda,UG,['kiu.ac.ug'],['http://www.kiu.ac.ug/'],1,ug,
Kampala University,Uganda,UG,['ku.ac.ug'],['http://www.ku.ac.ug/'],1,ug,
Kyambogo University,Uganda,UG,['kyu.ac.ug'],['http://www.kyu.ac.ug/'],1,ug,
Makerere University,Uganda,UG,['mak.ac.ug'],['http://www.mak.ac.ug/'],1,ug,
Mountains of the Moon University,Uganda,UG,['mmu.ac.ug'],['http://www.mmu.ac.ug/'],1,ug,
Mutesa 1 Royal University,Uganda,UG,['mru.ac.ug'],['http://www.mru.ac.ug/'],1,ug,
Mbarara University of Science and Technology,Uganda,UG,['must.ac.ug'],['http://www.must.ac.ug/'],1,ug,
Ndejje University,Uganda,UG,['ndejjeuniversity.ac.ug'],['http://www.ndejjeuniversity.ac.ug/'],1,ug,
Nkumba University,Uganda,UG,['nkumbauniversity.ac.ug'],['http://www.nkumbauniversity.ac.ug/'],1,ug,
St. Augustine International University,Uganda,UG,['saiu.ac.ug'],['http://www.saiu.ac.ug/'],1,ug,
Uganda Christian University,Uganda,UG,['ucu.ac.ug'],['http://www.ucu.ac.ug/'],1,ug,
Uganda Martyr's University,Uganda,UG,['umu.ac.ug'],['http://www.umu.ac.ug/'],1,ug,
Ukrainian Academy of Banking,Ukraine,UA,['academy.sumy.ua'],['http://www.academy.sumy.ua/'],1,ua,
Odessa State Medical University,Ukraine,UA,['arosmu.org'],['http://www.arosmu.org/'],1,org,
Bila Cerkva State Agrarian University,Ukraine,UA,['btsau.kiev.ua'],['http://www.btsau.kiev.ua/'],1,ua,
Chernivci National University,Ukraine,UA,['chnu.cv.ua'],['http://www.chnu.cv.ua/'],1,ua,
Crimea State Medical University,Ukraine,UA,['crsmu.com'],['http://www.crsmu.com/'],1,com,
Dnepropetrovsk National University of Railway Transport,Ukraine,UA,['diit.edu.ua'],['http://www.diit.edu.ua/'],1,ua,
Dnepropetrovsk National University,Ukraine,UA,['dnu.dp.ua'],['http://www.dnu.dp.ua/'],1,ua,
Donetsk State Medical University,Ukraine,UA,['donmeduni.com'],['http://www.donmeduni.com/'],1,com,
Donetsk National Technical University,Ukraine,UA,['donntu.edu.ua'],['http://www.donntu.edu.ua/'],1,ua,
Donetsk National University,Ukraine,UA,['donnu.edu.ua'],['http://www.donnu.edu.ua/'],1,ua,
Dneprodzerzhinsk State Technical University,Ukraine,UA,['dstu.dp.ua'],['http://www.dstu.dp.ua/'],1,ua,
Alfred Nobel University of Economics and Law,Ukraine,UA,['duep.edu'],['http://www.duep.edu/'],1,edu,
Ukrainian National Forestry University,Ukraine,UA,['forest.lviv.ua'],['http://www.forest.lviv.ua/'],1,ua,
Lviv National University Ivan Franko,Ukraine,UA,['franko.lviv.ua'],['http://www.franko.lviv.ua/'],1,ua,
Kharkiv National University of Economics,Ukraine,UA,['hneu.edu.ua'],['http://www.hneu.edu.ua/'],1,ua,
Ivano-Frankivsk National University of Oli and Gas,Ukraine,UA,['ifdtung.if.ua'],['http://www.ifdtung.if.ua/'],1,ua,
State Pedagogical University in Kryvyi Rih,Ukraine,UA,['kdpu.edu.ua'],['http://www.kdpu.edu.ua/'],1,ua,
Kharkiv State Transport Technical University,Ukraine,UA,['khadi.kharkov.ua'],['http://www.khadi.kharkov.ua/'],1,ua,
National Aerospace University Kharkov Aviation Institute,Ukraine,UA,['khai.edu'],['http://www.khai.edu/'],1,edu,
Petro Mohyla Black Sea State University,Ukraine,UA,['kma.mk.ua'],['http://www.kma.mk.ua/'],1,ua,
Kiev National Economic University,Ukraine,UA,['kneu.kiev.ua'],['http://www.kneu.kiev.ua/'],1,ua,
Kiev National University of Construction and Architecture,Ukraine,UA,['knuba.edu.ua'],['http://www.knuba.edu.ua/'],1,ua,
National Technical University (Kharkiv Polytechnical Institute),Ukraine,UA,['kpi.kharkov.ua'],['http://www.kpi.kharkov.ua/'],1,ua,
National Technical University (Kiev Politechnical Institute),Ukraine,UA,['kpi.ua'],['http://www.kpi.ua/'],1,ua,
KROK Economics and Law University,Ukraine,UA,['krok.edu.ua'],['http://www.krok.edu.ua/'],1,ua,
Kiev School Of Economics,Ukraine,UA,['kse.org.ua'],['http://www.kse.org.ua/'],1,ua,
Kharkiv State Medical University,Ukraine,UA,['ksmu.kharkov.ua'],['http://www.ksmu.kharkov.ua/'],1,ua,
Kharkiv State Technical University of Construction and Architecture,Ukraine,UA,['kstuca.kharkov.ua'],['http://www.kstuca.kharkov.ua/'],1,ua,
Kiev Slavonic University,Ukraine,UA,['ksu.edu.ua'],['http://www.ksu.edu.ua/'],1,ua,
Kharkiv National University of Radio Electronics,Ukraine,UA,['nure.ua'],['https://nure.ua'],1,ua,
Luhansk Taras Shevchenko National Pedagogical University,Ukraine,UA,['lgpu.lg.ua'],['http://www.lgpu.lg.ua/'],1,ua,
Lviv Polytechnic National University,Ukraine,UA,['lp.edu.ua'],['http://www.lp.edu.ua/'],1,ua,
Luhansk State Medical University,Ukraine,UA,['lsmu.edu.ua'],['https://www.lsmu.edu.ua/en/'],1,ua,
Odessa National Maritime Academy,Ukraine,UA,['ma.odessa.ua'],['http://www.ma.odessa.ua/'],1,ua,
Lviv National Medical Univeristy,Ukraine,UA,['meduniv.lviv.ua'],['http://www.meduniv.lviv.ua/'],1,ua,
National Aviation University,Ukraine,UA,['nau.edu.ua'],['http://www.nau.edu.ua/'],1,ua,
