name,country,alpha_two_code,domains,web_pages,domain_count,top_level_domain,continent
Thapar Institute of Engineering and Technology,India,IN,['tiet.ac.in'],['http://www.tiet.ac.in/'],1,in,Asia
Tata Institute of Social Sciences,India,IN,['tiss.edu'],['http://www.tiss.edu/'],1,edu,Asia
Tilka Manjhi Bhagalpur University,India,IN,['tmbu.org'],['http://www.tmbu.org/'],1,org,Asia
Tilak Maharashtra Vidyapeeth,India,IN,['tmv.edu.in'],['http://www.tmv.edu.in/'],1,in,Asia
Tamil Nadu Dr. Ambedkar Law University,India,IN,['tndalu.org'],['http://www.tndalu.org/'],1,org,Asia
Tamil Nadu Dr. M.G.R. Medical University,India,IN,['tnmmu.ac.in'],['http://www.tnmmu.ac.in/'],1,in,Asia
Avinashilingam Institute for Home Science and Higher Education for Women,India,IN,['tnuniv.ac.in'],['http://www.tnuniv.ac.in/adu/'],1,in,Asia
Maulana Azad National Institute of Technology Bhopal,India,IN,['manit.ac.in'],['http://www.manit.ac.in/'],1,in,Asia
Malaviya National Institute of Technology Jaipur,India,IN,['mnit.ac.in'],['http://www.mnit.ac.in/'],1,in,Asia
Tripura University,India,IN,['tripurauniv.in'],['http://www.tripurauniv.in/'],1,in,Asia
Takhatmal Shrivallabh Homoeopathic Medical College,India,IN,['tshmc.org'],['http://www.tshmc.org/'],1,org,Asia
Tumkur University,India,IN,['tumkuruniversity.ac.in'],['http://www.tumkuruniversity.ac.in/'],1,in,Asia
Thiruvalluvar University,India,IN,['tvuni.in'],['http://www.tvuni.in/'],1,in,Asia
"University of Agricultural Sciences, Bangalore",India,IN,['uasbng.kar.nic.in'],['http://uasbng.kar.nic.in/'],1,in,Asia
"University of Agricultural Sciences, Dharwad",India,IN,['uasd.net'],['http://www.uasd.net/'],1,net,Asia
Uttarakhand Technical University,India,IN,['uktech.ac.in'],['http://www.uktech.ac.in/'],1,in,Asia
University of Media Arts,India,IN,['uma.ac.in'],['http://www.uma.ac.in/'],1,in,Asia
University of Calicut,India,IN,['unical.ac.in'],['http://unical.ac.in/'],1,in,Asia
Goa University,India,IN,['unigoa.ac.in'],['http://www.unigoa.ac.in/'],1,in,Asia
University of Mysore,India,IN,['uni-mysore.ac.in'],['http://www.uni-mysore.ac.in/'],1,in,Asia
University of Pune,India,IN,['unipune.ernet.in'],['http://www.unipune.ernet.in/'],1,in,Asia
University of Rajasthan,India,IN,['uniraj.org'],['http://www.uniraj.org/'],1,org,Asia
Shivaji University,India,IN,['unishivaji.ac.in'],['http://www.unishivaji.ac.in/'],1,in,Asia
University of Madras,India,IN,['unom.ac.in'],['http://www.unom.ac.in/'],1,in,Asia
University of Hyderabad,India,IN,['uohyd.ernet.in'],['http://www.uohyd.ernet.in/'],1,in,Asia
University of Kota,India,IN,['uok.ac.in'],['http://www.uok.ac.in/'],1,in,Asia
University of Roorkee,India,IN,['uor.org'],['http://www.uor.org/'],1,org,Asia
Uttarakhand Open University,India,IN,['uou.ac.in'],['http://www.uou.ac.in/'],1,in,Asia
Uttar Pradesh Technical University,India,IN,['uptu.ac.in'],['http://www.uptu.ac.in/'],1,in,Asia
Utkal University,India,IN,['utkaluniv.org'],['http://www.utkaluniv.org/'],1,org,Asia
VBS Purvanchal University,India,IN,['vbspu.ac.in'],['http://vbspu.ac.in/'],1,in,Asia
Vinoba Bhave University,India,IN,['vbu.co.in'],['http://www.vbu.co.in/'],1,in,Asia
Vidyasagar University,India,IN,['vidyasagar.ac.in'],['http://www.vidyasagar.ac.in/'],1,in,Asia
Vignan University,India,IN,['vignanuniversity.org'],['http://www.vignanuniversity.org/'],1,org,Asia
Vikram University,India,IN,['vikramuniversity.org'],['http://www.vikramuniversity.org/'],1,org,Asia
Vinayaka Mission's Research Foundation-Deemed University,India,IN,['vinayakamissions.com'],['http://www.vinayakamissions.com/'],1,com,Asia
Visva-Bharati University,India,IN,['visva-bharati.ac.in'],['http://www.visva-bharati.ac.in/'],1,in,Asia
Vellore Institute of Technology,India,IN,['vit.ac.in'],['http://www.vit.ac.in/'],1,in,Asia
Veer Kunwar Singh University,India,IN,['vksu-ara.org'],['http://www.vksu-ara.org/'],1,org,Asia
Vardhaman Mahaveer Open University,India,IN,['vmou.ac.in'],['http://www.vmou.ac.in/'],1,in,Asia
Visvesvaraya National Institute of Technology,India,IN,['vnitnagpur.ac.in'],['http://www.vnitnagpur.ac.in/'],1,in,Asia
Veer Surendra Sai University of Technology,India,IN,['vssut.ac.in'],['http://www.vssut.ac.in/'],1,in,Asia
Visvesvaraya Technological University,India,IN,['vtu.ac.in'],['http://www.vtu.ac.in/'],1,in,Asia
West Bengal University of Animal and Fishery Sciences,India,IN,['wbuafs.nic.in'],['http://www.wbuafs.nic.in/'],1,in,Asia
West Bengal University of Technology,India,IN,['wbut.net'],['http://www.wbut.net/'],1,net,Asia
Yashawantrao Chavan Maharashtra Open University,India,IN,['ycmou.com'],['http://www.ycmou.com/'],1,com,Asia
Dr. YS Parmar University of Horticulture and Forestry,India,IN,['ysparmaruniversity.org'],['http://www.ysparmaruniversity.org/'],1,org,Asia
Akademi Farmasi Mitra Sehat Mandiri Sidoarjo,Indonesia,ID,['akfarmitseda.ac.id'],['http://www.akfarmitseda.ac.id/'],1,id,Asia
Institut Sains & Teknologi Akprind,Indonesia,ID,['akprind.ac.id'],['http://www.akprind.ac.id/'],1,id,Asia
STMIK AMIKOM Yogyakarta,Indonesia,ID,['amikom.ac.id'],['http://www.amikom.ac.id/'],1,id,Asia
STIKES RS Anwar Medika,Indonesia,ID,['stikesrsanwarmedika.ac.id'],['http://www.stikesrsanwarmedika.ac.id/'],1,id,Asia
Universitas Katolik Indonesia Atma Jaya,Indonesia,ID,['atmajaya.ac.id'],['http://www.atmajaya.ac.id/'],1,id,Asia
Universitas Bakrie,Indonesia,ID,['bakrie.ac.id'],['http://www.bakrie.ac.id/'],1,id,Asia
Binus University,Indonesia,ID,['binus.ac.id'],['http://www.binus.ac.id/'],1,id,Asia
STIKES Bina Sehat PPNI Mojokerto,Indonesia,ID,['stikes-ppni.ac.id'],['http://www.stikes-ppni.ac.id/'],1,id,Asia
Universitas Bung Hatta,Indonesia,ID,['bunghatta.ac.id'],['http://www.bunghatta.ac.id/'],1,id,Asia
Universitas Dian Nuswantoro,Indonesia,ID,['dinus.ac.id'],['http://www.dinus.ac.id/'],1,id,Asia
Universitas Gunadarma,Indonesia,ID,['gunadarma.ac.id'],['http://www.gunadarma.ac.id/'],1,id,Asia
Universitas Ibn Chaldun Jakarta,Indonesia,ID,['ibnuchaldun.ac.id'],['http://www.ibnuchaldun.ac.id/'],1,id,Asia
Universitas Indonusa Esa Unggul,Indonesia,ID,['indonusa.ac.id'],['http://www.indonusa.ac.id/'],1,id,Asia
Bogor Agricultural University,Indonesia,ID,['ipb.ac.id'],['http://www.ipb.ac.id/'],1,id,Asia
Institut Sains dan Teknologi Al Kamal,Indonesia,ID,['ista.ac.id'],['http://www.ista.ac.id/'],1,id,Asia
Institut Teknologi Adhi Tama Surabaya,Indonesia,ID,['itats.ac.id'],['http://www.itats.ac.id/'],1,id,Asia
Institut Teknologi Bandung,Indonesia,ID,['itb.ac.id'],['http://www.itb.ac.id/'],1,id,Asia
Institut Teknologi Sepuluh Nopember,Indonesia,ID,['its.ac.id'],['http://www.its.ac.id/'],1,id,Asia
Universitas Janabadra,Indonesia,ID,['janabadra.ac.id'],['http://www.janabadra.ac.id/'],1,id,Asia
Universitas Jayabaya,Indonesia,ID,['jayabaya.ac.id'],['http://www.jayabaya.ac.id/'],1,id,Asia
Universitas Ma Chung,Indonesia,ID,['machung.ac.id'],['http://www.machung.ac.id/'],1,id,Asia
Universitas Maarif Hasyim Latif,Indonesia,ID,['umaha.ac.id'],['http://www.umaha.ac.id/'],1,id,Asia
Universitas Mahendradatta,Indonesia,ID,['mahendradatta.org'],['http://www.mahendradatta.org/'],1,org,Asia
Universitas Negeri Malang,Indonesia,ID,['um.ac.id'],['http://www.um.ac.id/'],1,id,Asia
Universitas Kristen Maranatha,Indonesia,ID,['maranatha.edu'],['http://www.maranatha.edu/'],1,edu,Asia
Universitas Mercu Buana,Indonesia,ID,['mercubuana.ac.id'],['http://www.mercubuana.ac.id/'],1,id,Asia
Universitas Dr. R. Moestopo,Indonesia,ID,['moestopo.ac.id'],['http://www.moestopo.ac.id/'],1,id,Asia
Universitas Narotama,Indonesia,ID,['narotama.ac.id'],['http://www.narotama.ac.id/'],1,id,Asia
Universitas HKBP Nommensen,Indonesia,ID,['nommensen.org'],['http://www.nommensen.org/'],1,org,Asia
Universitas Pembangunan Panca Budi,Indonesia,ID,['pancabudi.ac.id'],['http://www.pancabudi.ac.id/'],1,id,Asia
Universitas Paramadina Mulya,Indonesia,ID,['paramadina.ac.id'],['http://www.paramadina.ac.id/'],1,id,Asia
Universitas Nasional Pasim,Indonesia,ID,['pasim.ac.id'],['http://www.pasim.ac.id/'],1,id,Asia
STIE Perbanas,Indonesia,ID,['perbanas.ac.id'],['http://www.perbanas.ac.id/'],1,id,Asia
Perbanas Institute,Indonesia,ID,['perbanas.id'],['http://perbanas.id/'],1,id,Asia
Universitas Kristen Petra,Indonesia,ID,['petra.ac.id'],['http://www.petra.ac.id/'],1,id,Asia
Prasetiya Mulya Business School,Indonesia,ID,['pmbs.ac.id'],['http://www.pmbs.ac.id/'],1,id,Asia
Politeknik Negeri Jakarta,Indonesia,ID,['pnj.ac.id'],['http://www.pnj.ac.id/'],1,id,Asia
Politeknik Negeri Lhokseumawe,Indonesia,ID,['pnl.ac.id'],['http://www.pnl.ac.id/'],1,id,Asia
Politeknik Negeri Bandung,Indonesia,ID,['polban.ac.id'],['http://www.polban.ac.id/'],1,id,Asia
Politeknik Negeri Semarang,Indonesia,ID,['polines.ac.id'],['http://www.polines.ac.id/'],1,id,Asia
Politeknik Negeri Padang,Indonesia,ID,['polinpdg.ac.id'],['http://www.polinpdg.ac.id/'],1,id,Asia
Politeknik Negeri Pontianak,Indonesia,ID,['polnep.ac.id'],['http://www.polnep.ac.id/'],1,id,Asia
Politeknik Negeri Malang,Indonesia,ID,['poltek-malang.ac.id'],['http://www.poltek-malang.ac.id/'],1,id,Asia
Politeknik Pos Indonesia,Indonesia,ID,['poltekpos.ac.id'],['http://www.poltekpos.ac.id/'],1,id,Asia
Politeknik Negeri Sambas,Indonesia,ID,['poltesa.ac.id'],['http://www.poltesa.ac.id/'],1,id,Asia
Universitas Putera Batam,Indonesia,ID,['puterabatam.ac.id'],['http://www.puterabatam.ac.id/'],1,id,Asia
Universitas Sarjanawiyata Tamansiswa,Indonesia,ID,['sarjanawiyata.ac.id'],['http://www.sarjanawiyata.ac.id/'],1,id,Asia
Swiss German University,Indonesia,ID,['sgu.ac.id'],['http://www.sgu.ac.id/'],1,id,Asia
STMIK Sinar Nusantara,Indonesia,ID,['sinus.ac.id'],['http://www.sinus.ac.id/'],1,id,Asia
Sekolah Tinggi Akuntansi Negara (STAN),Indonesia,ID,['stan.ac.id'],['http://www.stan.ac.id/'],1,id,Asia
Trisakti Institute of Tourism,Indonesia,ID,['stptrisakti.ac.id'],['http://www.stptrisakti.ac.id/'],1,id,Asia
Universitas Telkom,Indonesia,ID,['telkomuniversity.ac.id'],['http://www.telkomuniversity.ac.id/'],1,id,Asia
Universitas Klabat,Indonesia,ID,['unklab.ac.id'],['http://www.unklab.ac.id/'],1,id,Asia
Universitas Trisakti,Indonesia,ID,['trisakti.ac.id'],['http://www.trisakti.ac.id/'],1,id,Asia
Universitas Ahmad Dahlan,Indonesia,ID,['uad.ac.id'],['http://www.uad.ac.id/'],1,id,Asia
Universitas Atma Jaya Yogyakarta,Indonesia,ID,['uajy.ac.id'],['http://www.uajy.ac.id/'],1,id,Asia
Universitas Brawijaya,Indonesia,ID,['ub.ac.id'],['http://www.ub.ac.id/'],1,id,Asia
Universitas Surabaya,Indonesia,ID,['ubaya.ac.id'],['http://www.ubaya.ac.id/'],1,id,Asia
Universitas Bhayangkara Surabaya,Indonesia,ID,['ubhara.ac.id'],['http://www.ubhara.ac.id/'],1,id,Asia
Universitas Bhayangkara Jakarta Raya,Indonesia,ID,['ubharajaya.ac.id'],['http://www.ubharajaya.ac.id/'],1,id,Asia
Universitas Bunda Mulia Jakarta,Indonesia,ID,['ubm.ac.id'],['http://www.ubm.ac.id/'],1,id,Asia
Universitas Darma Agung,Indonesia,ID,['uda.ac.id'],['http://www.uda.ac.id/'],1,id,Asia
Universitas Gadjah Mada,Indonesia,ID,['ugm.ac.id'],['http://www.ugm.ac.id/'],1,id,Asia
Universitas Indonesia,Indonesia,ID,['ui.ac.id'],['http://www.ui.ac.id/'],1,id,Asia
Universitas Islam Indonesia,Indonesia,ID,['uii.ac.id'],['http://www.uii.ac.id/'],1,id,Asia
Universitas Ibn Khaldun Bogor,Indonesia,ID,['uika-bogor.ac.id'],['http://www.uika-bogor.ac.id/'],1,id,Asia
Universitas Islam Jakarta,Indonesia,ID,['uinjkt.ac.id'],['http://www.uinjkt.ac.id/'],1,id,Asia
Universitas Islam Riau,Indonesia,ID,['uir.ac.id'],['http://www.uir.ac.id/'],1,id,Asia
Universitas Islam Sumatera Utara,Indonesia,ID,['uisu.ac.id'],['http://www.uisu.ac.id/'],1,id,Asia
Universitas Kristen Duta Wacana,Indonesia,ID,['ukdw.ac.id'],['http://www.ukdw.ac.id/'],1,id,Asia
Universitas Kristen Indonesia,Indonesia,ID,['uki.ac.id'],['http://www.uki.ac.id/'],1,id,Asia
Universitas Kristen Indonesia Tomohon,Indonesia,ID,['ukit-tomohon.org'],['http://www.ukit-tomohon.org/'],1,org,Asia
Universitas Kristen Krida Wacana,Indonesia,ID,['ukrida.ac.id'],['http://www.ukrida.ac.id/'],1,id,Asia
Universitas Kristen Satya Wacana,Indonesia,ID,['uksw.edu'],['http://www.uksw.edu/'],1,edu,Asia
Universitas Muslim Indonesia,Indonesia,ID,['umi.ac.id'],['http://www.umi.ac.id/'],1,id,Asia
Universitas Methodist Indonesia,Indonesia,ID,['umi-mdn.edu'],['http://www.umi-mdn.edu/'],1,edu,Asia
Universitas Muhammadiyah Jakarta,Indonesia,ID,['umj.ac.id'],['http://www.umj.ac.id/'],1,id,Asia
Universitas Muria Kudus,Indonesia,ID,['umk.ac.id'],['http://www.umk.ac.id/'],1,id,Asia
Universitas Muhammadiyah Malang,Indonesia,ID,['umm.ac.id'],['http://www.umm.ac.id/'],1,id,Asia
Universitas Muhammadiyah Magelang,Indonesia,ID,['ummgl.ac.id'],['http://www.ummgl.ac.id/'],1,id,Asia
Universitas Muhammadiyah Sidoarjo,Indonesia,ID,['umsida.ac.id'],['http://www.umsida.ac.id/'],1,id,Asia
Universitas Muhammadiyah Surakarta,Indonesia,ID,['ums.ac.id'],['http://www.ums.ac.id/'],1,id,Asia
Universitas Muhammadiyah Sumatra Utara,Indonesia,ID,['umsu.ac.id'],['http://www.umsu.ac.id/'],1,id,Asia
Universitas Muhammadiyah Yogyakarta,Indonesia,ID,['umy.ac.id'],['http://www.umy.ac.id/'],1,id,Asia
Universitas Advent Indonesia,Indonesia,ID,['unai.edu'],['http://www.unai.edu/'],1,edu,Asia
Universitas Airlangga,Indonesia,ID,['unair.ac.id'],['http://www.unair.ac.id/'],1,id,Asia
Universitas Andalas,Indonesia,ID,['unand.ac.id'],['http://www.unand.ac.id/'],1,id,Asia
Universitas Nasional Jakarta,Indonesia,ID,['unas.ac.id'],['http://www.unas.ac.id/'],1,id,Asia
Universitas Cenderawasih,Indonesia,ID,['uncen.ac.id'],['http://www.uncen.ac.id/'],1,id,Asia
Universitas Nusa Cendana,Indonesia,ID,['undana.ac.id'],['http://www.undana.ac.id/'],1,id,Asia
Universitas Diponegoro,Indonesia,ID,['undip.ac.id'],['http://www.undip.ac.id/'],1,id,Asia
Universitas Jember,Indonesia,ID,['unej.ac.id'],['http://www.unej.ac.id/'],1,id,Asia
Universitas Negeri Surabaya,Indonesia,ID,['unesa.ac.id'],['http://www.unesa.ac.id/'],1,id,Asia
Universitas Negeri Gorontalo,Indonesia,ID,['ung.ac.id'],['http://www.ung.ac.id/'],1,id,Asia
Universitas Haluoleo,Indonesia,ID,['unhalu.ac.id'],['http://www.unhalu.ac.id/'],1,id,Asia
Universitas Amir Hamzah,Indonesia,ID,['unhamzah.ac.id'],['http://www.unhamzah.ac.id/'],1,id,Asia
Universitas Hasanuddin,Indonesia,ID,['unhas.ac.id'],['http://www.unhas.ac.id/'],1,id,Asia
Universitas Bengkulu,Indonesia,ID,['unib.ac.id'],['http://www.unib.ac.id/'],1,id,Asia
Universitas Bojonegoro,Indonesia,ID,['unigoro.ac.id'],['http://www.unigoro.ac.id/'],1,id,Asia
Universitas Katolik Soegijapranoto,Indonesia,ID,['unika.ac.id'],['http://www.unika.ac.id/'],1,id,Asia
Universitas Pekalongan,Indonesia,ID,['unikal.ac.id'],['http://www.unikal.ac.id/'],1,id,Asia
Universitas Kediri,Indonesia,ID,['unik-kediri.ac.id'],['http://www.unik-kediri.ac.id/'],1,id,Asia
Universitas Komputer Indonesia,Indonesia,ID,['unikom.ac.id'],['http://www.unikom.ac.id/'],1,id,Asia
Universitas Lampung,Indonesia,ID,['unila.ac.id'],['http://www.unila.ac.id/'],1,id,Asia
Universitas Lancang Kuning,Indonesia,ID,['unilak.ac.id'],['http://unilak.ac.id/'],1,id,Asia
Universitas Negeri Manado,Indonesia,ID,['unima.ac.id'],['http://www.unima.ac.id/'],1,id,Asia
Universitas Negeri Medan,Indonesia,ID,['unimed.ac.id'],['http://www.unimed.ac.id/'],1,id,Asia
Universitas Islam Nusantara,Indonesia,ID,['uninus.ac.id'],['http://www.uninus.ac.id/'],1,id,Asia
Universitas Pesantren Darul Ulum Jombang,Indonesia,ID,['unipdu.ac.id'],['http://www.unipdu.ac.id/'],1,id,Asia
Universitas Madura,Indonesia,ID,['unira.ac.id'],['http://www.unira.ac.id/'],1,id,Asia
Universitas Islam Bandung,Indonesia,ID,['unisba.ac.id'],['http://www.unisba.ac.id/'],1,id,Asia
Universitas Islam Malang,Indonesia,ID,['unisma.ac.id'],['http://www.unisma.ac.id/'],1,id,Asia
Universitas Muhammadiyah Makassar,Indonesia,ID,['unismuh.ac.id'],['http://www.unismuh.ac.id/'],1,id,Asia
Universitas Slamet Riyadi Surakarta,Indonesia,ID,['unisri.ac.id'],['http://www.unisri.ac.id/'],1,id,Asia
Universitas Islam Sultan Agung,Indonesia,ID,['unissula.ac.id'],['http://www.unissula.ac.id/'],1,id,Asia
Universitas Islam Syekh-Yusuf,Indonesia,ID,['unistangerang.ac.id'],['http://www.unistangerang.ac.id/'],1,id,Asia
Unitomo Surabaya,Indonesia,ID,['unitomo.ac.id'],['http://www.unitomo.ac.id/'],1,id,Asia
Universitas Trilogi,Indonesia,ID,['universitas-trilogi.ac.id'],['http://www.universitas-trilogi.ac.id/'],1,id,Asia
Universitas Trunojoyo Madura,Indonesia,ID,['trunojoyo.ac.id'],['http://www.trunojoyo.ac.id/'],1,id,Asia
Universitas Pancasila,Indonesia,ID,['univpancasila.ac.id'],['http://www.univpancasila.ac.id/'],1,id,Asia
Universitas PGRI Adi Buana Surabaya,Indonesia,ID,['unipasby.ac.id'],['http://www.unipasby.ac.id/'],1,id,Asia
Universitas Jambi,Indonesia,ID,['unja.ac.id'],['http://www.unja.ac.id/'],1,id,Asia
Universitas Negeri Jakarta,Indonesia,ID,['unj.ac.id'],['http://www.unj.ac.id/'],1,id,Asia
Universitas Jenderal Achmad Yani,Indonesia,ID,['unjani.ac.id'],['http://www.unjani.ac.id/'],1,id,Asia
Universitas Khairun,Indonesia,ID,['unkhair.ac.id'],['http://www.unkhair.ac.id/'],1,id,Asia
Universitas Krisnadwipayana,Indonesia,ID,['unkris.ac.id'],['http://www.unkris.ac.id/'],1,id,Asia
Universitas Lambung Mangkurat,Indonesia,ID,['unlam.ac.id'],['http://www.unlam.ac.id/'],1,id,Asia
Universitas Negeri Makassar,Indonesia,ID,['unm.ac.id'],['http://www.unm.ac.id/'],1,id,Asia
Universitas Mahasaraswati Denpasar,Indonesia,ID,['unmas.org'],['http://www.unmas.org/'],1,org,Asia
Universitas Merdeka Malang,Indonesia,ID,['unmer.ac.id'],['http://www.unmer.ac.id/'],1,id,Asia
Universitas Merdeka Madiun,Indonesia,ID,['unmer-madiun.ac.id'],['http://www.unmer-madiun.ac.id/'],1,id,Asia
Universitas Muhammadiyah Jember,Indonesia,ID,['unmuhjember.ac.id'],['http://www.unmuhjember.ac.id/'],1,id,Asia
Universitas Muhammadiyah Mataram,Indonesia,ID,['unmuhmataram.com'],['http://www.unmuhmataram.com/'],1,com,Asia
Universitas Mulawarman,Indonesia,ID,['unmul.ac.id'],['http://www.unmul.ac.id/'],1,id,Asia
STMIK Widya Cipta Dharma,Indonesia,ID,['wicida.ac.id'],['http://www.wicida.ac.id/'],1,id,Asia
Universitas Negeri Semarang,Indonesia,ID,['unnes.ac.id'],['http://www.unnes.ac.id/'],1,id,Asia
Universitas Negeri Padang,Indonesia,ID,['unp.ac.id'],['http://www.unp.ac.id/'],1,id,Asia
Universitas Padjadjaran,Indonesia,ID,['unpad.ac.id'],['http://www.unpad.ac.id/'],1,id,Asia
Universitas Pakuan,Indonesia,ID,['unpak.ac.id'],['http://www.unpak.ac.id/'],1,id,Asia
Universitas Katolik Parahyangan,Indonesia,ID,['unpar.ac.id'],['http://www.unpar.ac.id/'],1,id,Asia
Universitas Pasundan,Indonesia,ID,['unpas.ac.id'],['http://www.unpas.ac.id/'],1,id,Asia
Universitas Pattimura,Indonesia,ID,['unpatti.ac.id'],['http://www.unpatti.ac.id/'],1,id,Asia
Universitas Ngurah Rai,Indonesia,ID,['unr.ac.id'],['http://www.unr.ac.id/'],1,id,Asia
Universitas Mataram,Indonesia,ID,['unram.ac.id'],['http://www.unram.ac.id/'],1,id,Asia
Universitas Riau,Indonesia,ID,['unri.ac.id'],['http://www.unri.ac.id/'],1,id,Asia
Universitas Sebelas Maret,Indonesia,ID,['uns.ac.id'],['http://www.uns.ac.id/'],1,id,Asia
Universitas Darma Persada,Indonesia,ID,['unsada.ac.id'],['http://www.unsada.ac.id/'],1,id,Asia
Universitas Siliwangi,Indonesia,ID,['unsil.ac.id'],['http://www.unsil.ac.id/'],1,id,Asia
Universitas Jenderal Soedirman,Indonesia,ID,['unsoed.ac.id'],['http://www.unsoed.ac.id/'],1,id,Asia
Universitas Sam Ratulangi,Indonesia,ID,['unsrat.ac.id'],['http://www.unsrat.ac.id/'],1,id,Asia
Universitas Sriwijaya,Indonesia,ID,['unsri.ac.id'],['http://www.unsri.ac.id/'],1,id,Asia
Universitas Swadaya Gunung Djati,Indonesia,ID,['unswagati-crb.ac.id'],['http://www.unswagati-crb.ac.id/'],1,id,Asia
Universitas Syiah Kuala,Indonesia,ID,['unsyiah.ac.id'],['http://www.unsyiah.ac.id/'],1,id,Asia
Universitas Tadulako,Indonesia,ID,['untad.ac.id'],['http://www.untad.ac.id/'],1,id,Asia
Universitas 17 Agustus 1945 Surabaya,Indonesia,ID,['untag.ac.id'],['http://www.untag.ac.id/'],1,id,Asia
Universitas 17 Agustus 1945 Banyuwangi,Indonesia,ID,['untag-banyuwangi.ac.id'],['http://www.untag-banyuwangi.ac.id/'],1,id,Asia
Universitas 17 Agustus 1945 Cirebon,Indonesia,ID,['untagcirebon.info'],['http://www.untagcirebon.info/'],1,info,Asia
Universitas 17 Agustus 1945 Jakarta,Indonesia,ID,['untag-jkt.org'],['http://www.untag-jkt.org/'],1,org,Asia
Universitas 17 Agustus 1945 Samarinda,Indonesia,ID,['untag-smd.ac.id'],['http://www.untag-smd.ac.id/'],1,id,Asia
Universitas 17 Agustus 1945 Semarang,Indonesia,ID,['untagsmg.ac.id'],['http://www.untagsmg.ac.id/'],1,id,Asia
Universitas Tanjungpura,Indonesia,ID,['untan.ac.id'],['http://www.untan.ac.id/'],1,id,Asia
Universitas Tarumanagara,Indonesia,ID,['untar.ac.id'],['http://www.untar.ac.id/'],1,id,Asia
Universitas Sultan Ageng Tirtayasa,Indonesia,ID,['untirta.ac.id'],['http://www.untirta.ac.id/'],1,id,Asia
Universitas Udayana,Indonesia,ID,['unud.ac.id'],['http://www.unud.ac.id/'],1,id,Asia
Universitas Wijaya Kusuma Purwokerto,Indonesia,ID,['unwiku.ac.id'],['http://www.unwiku.ac.id/'],1,id,Asia
Universitas Negeri Yogyakarta,Indonesia,ID,['uny.ac.id'],['http://www.uny.ac.id/'],1,id,Asia
Universitas Proklamasi 45,Indonesia,ID,['up45.ac.id'],['http://www.up45.ac.id/'],1,id,Asia
Universitas Pelita Harapan,Indonesia,ID,['uph.edu'],['http://www.uph.edu/'],1,edu,Asia
Universitas Pendidikan Indonesia,Indonesia,ID,['upi.edu'],['http://www.upi.edu/'],1,edu,Asia
"Universitas Pembangunan Nasional ""Veteran"" Jakarta",Indonesia,ID,['upnvj.ac.id'],['http://www.upnvj.ac.id/'],1,id,Asia
"Universitas Pembangunan Nasional ""Veteran"" Jawa Timur",Indonesia,ID,['upnjatim.ac.id'],['http://www.upnjatim.ac.id/'],1,id,Asia
"Universitas Pembangunan Nasional ""Veteran"" Yogyakarta",Indonesia,ID,['upnyk.ac.id'],['http://www.upnyk.ac.id/'],1,id,Asia
Universitas Palangka Raya,Indonesia,ID,['upr.ac.id'],['http://www.upr.ac.id/'],1,id,Asia
Universitas Pancasakti Tegal,Indonesia,ID,['upstegal.ac.id'],['http://www.upstegal.ac.id/'],1,id,Asia
Universitas Sanata Dharma,Indonesia,ID,['usd.ac.id'],['http://www.usd.ac.id/'],1,id,Asia
Universitas Simalungun,Indonesia,ID,['usi.ac.id'],['http://www.usi.ac.id/'],1,id,Asia
Universitas Semarang,Indonesia,ID,['usm.ac.id'],['http://www.usm.ac.id/'],1,id,Asia
Universitas Sumatera Utara,Indonesia,ID,['usu.ac.id'],['http://www.usu.ac.id/'],1,id,Asia
Universitas Terbuka Indonesia,Indonesia,ID,['ut.ac.id'],['http://www.ut.ac.id/'],1,id,Asia
Universitas Tidar Magelang,Indonesia,ID,['untidar.ac.id'],['http://www.untidar.ac.id/'],1,id,Asia
Universitas Tunas Pembangunan,Indonesia,ID,['utp.ac.id'],['http://www.utp.ac.id/'],1,id,Asia
Universitas Widya Gama Malang,Indonesia,ID,['widyagama.ac.id'],['http://www.widyagama.ac.id/'],1,id,Asia
Universitas Katolik Widya Karya,Indonesia,ID,['widyakarya.ac.id'],['http://www.widyakarya.ac.id/'],1,id,Asia
Universitas Widyatama,Indonesia,ID,['widyatama.ac.id'],['http://www.widyatama.ac.id/'],1,id,Asia
Universitas Wijaya Kusuma Surabaya,Indonesia,ID,['wijayakusumasby.ac.id'],['http://www.wijayakusumasby.ac.id/'],1,id,Asia
Universitas Katolik Widya Manadala,Indonesia,ID,['wima.ac.id'],['http://www.wima.ac.id/'],1,id,Asia
Universitas Wisnuwardhana,Indonesia,ID,['wisnuwardhana.ac.id'],['http://www.wisnuwardhana.ac.id/'],1,id,Asia
Universitas Persada Indonesia Y.A.I,Indonesia,ID,['yai.ac.id'],['http://www.yai.ac.id/'],1,id,Asia
Universitas Yarsi,Indonesia,ID,['yarsi.ac.id'],['http://www.yarsi.ac.id/'],1,id,Asia
Amirkabir College of Management & Technology,Iran,IR,['acmt.ac.ir'],['https://www.acmt.ac.ir/'],1,ir,
Adiban Institute of Higher Education,Iran,IR,['adiban.ac.ir'],['http://www.adiban.ac.ir/'],1,ir,
Ahvaz Jondishapur University of Medical Sciences,Iran,IR,['ajums.ac.ir'],['https://www.ajums.ac.ir/'],1,ir,
"Islamic Azad University, Aliabad",Iran,IR,['aliabad.iau.ir'],['https://aliabad.iau.ir/'],1,ir,
